id,Recencia,Monetizacao,Frequencia,R,F,M,Score_RFM,Segmento_RFM,Segmento de cliente,Marketing Action
341,2014,2750.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
342,1850,2100.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
343,1463,450.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
344,489,3900.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
345,531,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
346,1133,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
347,124,500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
348,1354,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
349,1628,2300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
350,1210,1800.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
351,413,1400.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
352,1974,3200.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
353,1766,150.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
354,2070,1800.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
355,968,550.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
356,1286,560.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
357,2051,299.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
358,2129,890.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
359,571,4200.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
360,835,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
361,1757,30.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
362,834,79.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
363,1802,1600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
364,267,1090.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
365,2092,1000.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
366,294,2500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
367,198,2800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
368,1287,89.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
369,1346,60.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
370,1919,1099.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
371,720,600.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
372,2163,240.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
373,1955,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
374,967,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
375,260,2600.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
376,1918,100.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
377,443,600.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
378,878,89.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
379,582,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
380,197,37.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
381,955,230.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
382,827,320.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
383,165,24.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
384,1009,1200.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
385,65,56.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
386,600,1800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
387,68,137.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
388,1226,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
389,117,98.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
390,1265,600.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
391,888,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
392,288,189.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
393,930,1200.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
394,1507,24.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
395,2124,150.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
396,1728,550.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
397,1608,1400.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
398,1359,1400.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
399,1228,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
400,1162,34.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
401,388,1800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
402,2075,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
403,1514,38.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
404,1599,980.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
405,41,90.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
406,876,1350.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
407,1514,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
408,482,37.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
409,1665,700.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
410,2180,69.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
411,1288,70.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
412,2064,59.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
413,344,2800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
414,628,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
415,1686,180.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
416,1960,980.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
417,967,198.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
418,307,860.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
419,1072,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
420,594,4200.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
421,1087,1100.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
422,1312,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
423,39,145.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
424,2160,3300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
425,236,90.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
426,1718,99.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
427,1715,2200.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
428,520,300.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
429,1679,450.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
430,1326,500.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
431,1114,290.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
432,1776,3000.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
433,1830,360.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
434,898,300.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
435,1934,2100.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
436,139,3800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
437,1453,1000.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
438,1962,56.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
439,1525,5400.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
440,633,140.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
441,1850,3300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
442,1211,760.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
443,2132,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
444,956,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
445,887,310.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
446,91,156.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
447,1655,3100.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
448,2016,1300.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
449,51,145.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
450,1136,32.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
451,571,98.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
452,1074,430.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
453,371,4800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
454,827,1200.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
455,2011,430.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
456,357,1090.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
457,1933,1600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
458,1678,90.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
459,1118,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
460,43,3199.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
461,1985,890.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
462,653,3300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
463,307,99.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
464,847,430.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
465,1132,260.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
466,2012,2500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
467,1405,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
468,100,3200.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
469,450,240.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
470,77,450.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
471,1075,150.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
472,2049,2750.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
473,1902,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
474,778,2800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
475,612,3100.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
476,1068,980.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
477,452,78.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
478,228,1900.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
479,307,2600.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
480,94,450.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
481,593,45.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
482,1203,250.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
483,1740,4200.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
484,329,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
485,2074,176.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
486,1847,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
487,631,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
488,783,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
489,663,1800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
490,1326,310.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
491,306,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
492,1479,2800.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
493,1024,2100.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
494,664,250.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
495,1474,299.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
496,1174,37.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
497,1769,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
498,99,360.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
499,926,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
500,1354,230.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
501,657,45.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
502,1053,260.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
503,402,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
504,817,37.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
505,395,3300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
506,539,70.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
507,1355,1800.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
508,963,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
509,1496,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
510,2136,450.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
511,444,89.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
512,652,679.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
513,1041,146.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
514,2138,1500.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
515,1754,32.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
516,1243,1100.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
517,1970,650.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
518,2109,3300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
519,1515,2000.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
520,407,50.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
521,774,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
522,1107,45.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
523,1681,1090.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
524,292,800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
525,165,2500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
526,1363,140.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
527,157,130.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
528,1423,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
529,691,48.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
530,1217,3199.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
531,1101,37.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
532,1218,2750.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
533,160,87.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
534,245,760.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
535,173,400.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
536,465,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
537,266,1900.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
538,522,37.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
539,1099,3800.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
540,2114,250.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
541,885,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
542,555,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
543,890,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
544,1619,2100.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
545,1039,87.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
546,500,78.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
547,809,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
548,625,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
549,187,146.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
550,844,1100.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
551,336,980.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
552,860,600.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
553,237,679.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
554,356,700.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
555,937,320.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
556,1049,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
